12	1
31	2
23	3
12	4
23	5
12	6
9	6
12	7
9	7
9	8
23	9
1	10
3	11
9	12
9	13
12	14
12	15
10	15
24	16
1	17
12	18
5	18
12	19
9	19
18	20
12	21
5	21
1	22
10	22
19	23
9	24
9	25
12	26
10	27
9	27
1	28
21	29
12	30
9	30
24	31
11	32
12	33
10	34
12	34
12	35
23	36
12	37
12	38
12	39
10	39
9	40
1	41
15	41
9	42
9	43
12	44
18	45
1	46
1	47
10	47
34	48
23	49
9	50
10	51
31	52
10	52
12	53
9	54
12	55
19	55
31	56
10	56
5	57
12	58
12	59
31	60
31	61
4	62
9	63
12	64
10	65
12	66
5	67
12	67
12	68
1	69
24	70
33	71
1	71
12	72
22	73
19	74
4	75
9	76
12	77
12	78
12	79
12	80
12	81
15	82
12	83
9	84
3	85
12	86
9	87
9	88
1	89
4	90
12	91
9	91
23	92
10	93
12	94
12	95
31	96
9	97
31	98
9	99
9	100
9	101
9	102
19	103
15	104
9	105
22	106
9	107
10	108
9	109
12	110
16	111
33	112
12	112
12	113
9	114
12	115
12	116
21	117
9	118
12	119
23	120
22	121
9	122
12	123
12	124
10	125
9	125
18	126
18	127
18	128
18	129
18	130
18	131
12	132
9	133
31	134
31	135
12	136
10	136
9	137
12	138
9	139
10	140
12	141
12	142
12	143
18	144
12	145
12	146
12	147
12	148
9	149
31	150
12	151
12	152
12	153
16	154
12	155
22	156
22	156
12	156
12	157
10	158
9	159
12	160
19	161
12	161
10	162
12	162
9	163
12	164
12	165
12	166
12	167
4	168
9	169
1	170
12	171
12	172
22	173
12	174
24	175
12	176
12	177
18	178
9	179
12	179
18	180
23	181
9	182
12	182
9	183
12	183
1	184
12	185
12	186
12	187
10	187
12	188
9	189
9	190
10	191
12	191
15	192
31	193
19	194
10	195
1	196
1	197
13	198
12	199
9	199
9	200
9	201
9	202
24	203
12	204
9	205
9	206
9	207
20	208
9	209
18	210
13	211
12	212
3	212
18	213
12	214
12	215
34	216
1	217
12	218
1	219
12	220
9	221
31	222
9	223
9	224
9	225
9	226
11	227
11	228
4	229
4	230
12	231
3	232
29	233
23	234
9	235
12	236
5	236
9	237
12	238
12	239
9	239
15	239
3	239
16	240
15	240
18	241
24	242
18	242
24	243
1	244
24	245
24	246
9	247
24	247
24	248
24	249
24	250
24	251
18	252
1	252
12	253
5	253
9	254
1	255
9	255
4	256
4	257
20	258
9	259
16	260
9	261
9	262
19	263
12	263
9	264
13	265
22	265
12	266
5	266
34	267
12	268
12	269
3	270
1	271
18	272
9	273
12	273
9	274
9	275
9	276
12	277
18	278
10	279
12	280
9	280
4	280
15	280
15	281
19	281
15	282
19	282
22	283
16	283
5	284
9	285
12	286
9	287
24	288
31	289
5	290
9	291
12	292
12	293
9	294
12	295
10	296
12	297
18	298
9	299
12	300
19	301
9	301
10	302
12	302
1	303
1	304
12	305
1	306
34	307
12	308
12	309
9	310
9	311
4	312
12	312
31	313
9	313
13	314
12	315
9	316
12	317
23	318
9	319
12	320
18	321
18	322
18	323
9	324
15	325
9	326
9	327
12	328
22	328
16	329
12	330
10	330
12	331
9	332
18	332
18	333
12	334
9	335
1	336
9	337
10	338
12	339
12	340
12	341
12	342
18	343
9	344
9	345
31	346
4	347
12	348
33	349
12	349
15	350
12	350
24	351
9	352
1	353
22	354
20	355
1	356
9	357
1	357
12	358
20	359
3	359
12	360
25	361
16	361
9	362
1	363
9	364
12	365
18	366
9	367
12	368
10	368
12	369
12	370
12	371
24	372
12	373
19	374
32	375
1	376
10	377
12	377
9	378
12	379
9	380
12	381
10	381
18	382
5	383
4	384
25	385
12	385
23	386
12	387
31	388
12	389
33	389
12	390
5	390
34	391
20	392
18	393
18	394
31	395
4	396
9	397
31	398
9	399
12	400
12	401
31	402
12	403
1	404
9	405
1	406
10	406
9	407
18	407
18	408
24	409
9	410
23	411
9	412
12	413
23	414
12	415
3	416
12	417
1	418
9	419
1	420
1	421
4	422
10	423
12	423
22	424
9	425
19	425
12	426
24	427
4	428
24	429
18	430
12	431
12	432
19	433
15	433
26	434
9	435
9	436
26	436
1	437
9	437
9	438
12	439
5	439
22	440
11	441
31	442
1	442
12	443
9	444
32	445
12	446
9	447
10	447
1	448
31	449
12	450
13	451
9	452
12	453
5	454
9	455
16	456
15	457
12	458
9	459
10	460
12	460
15	461
12	462
9	463
19	464
9	465
16	466
9	467
23	468
9	469
1	470
12	471
1	471
9	472
9	473
24	474
24	475
9	475
9	476
24	476
12	477
1	478
1	479
9	479
34	480
29	481
9	482
1	482
18	483
31	483
34	484
31	485
10	486
12	486
9	487
9	488
18	489
10	490
9	490
10	491
12	492
10	492
12	493
1	494
12	495
1	496
9	497
4	498
21	499
1	500
10	501
9	501
19	502
12	503
12	504
31	505
10	506
9	507
10	507
12	508
24	509
1	509
2	510
34	511
9	512
12	513
1	514
12	515
12	516
9	517
12	518
9	518
12	519
31	520
2	521
31	521
2	522
31	522
18	523
5	524
12	524
12	525
33	526
5	526
1	527
27	528
27	529
27	530
4	531
18	532
24	533
24	534
4	535
24	535
24	536
24	537
9	538
12	539
9	540
12	541
12	542
9	543
23	544
9	545
12	545
4	546
4	547
23	548
22	549
9	550
15	551
16	551
4	552
9	553
15	554
9	555
16	555
5	556
22	557
12	558
31	558
10	559
12	559
1	560
33	561
9	562
9	563
18	564
12	565
12	566
12	567
33	568
18	568
31	569
18	570
9	571
15	572
15	573
9	574
16	575
16	576
12	577
18	578
19	579
9	580
12	581
23	582
10	583
9	584
10	585
12	585
21	586
1	587
1	588
1	589
12	590
10	590
9	591
9	592
12	593
10	593
9	594
12	595
9	596
9	597
9	598
1	599
9	599
1	600
9	600
9	601
24	602
24	603
22	604
33	604
12	605
5	605
9	606
12	607
18	608
1	609
12	610
24	611
9	612
12	613
1	614
9	615
9	616
9	617
12	618
15	619
9	619
13	620
9	621
9	622
9	623
34	623
12	624
9	625
19	626
9	627
9	628
10	629
9	629
1	630
12	631
1	632
9	633
9	634
12	635
32	636
9	637
34	638
9	639
15	640
9	641
12	642
5	642
9	643
10	643
12	644
5	645
10	646
34	647
12	648
12	649
15	649
1	650
18	651
12	652
10	652
1	653
1	654
1	655
1	656
12	657
31	658
33	659
1	660
9	661
31	662
1	663
12	664
10	665
12	665
1	666
27	667
12	668
9	669
3	670
32	671
31	672
12	673
10	673
10	674
6	675
18	676
18	677
1	678
24	679
9	680
9	681
9	682
9	683
9	684
23	685
12	686
5	686
34	687
9	687
9	688
31	689
31	690
9	691
12	692
12	693
12	694
31	695
15	696
23	697
33	698
18	699
12	700
10	700
29	701
12	702
